name,gender,birth_date,country,discipline
ROACH Aidan,Male,1990-09-07,Australia,Water Polo
ROACHE Dietrich Peter,Male,2001-07-06,Australia,Rugby Sevens
ROBERT Benjamin,Male,1998-01-04,France,Athletics
ROBERT-MICHON Melina,Female,1979-07-18,France,Athletics
ROBERTS Daniel,Male,1997-11-13,United States of America,Athletics
ROBERTS Ellen,Female,1992-04-08,Australia,Baseball/Softball
ROBERTS Hannah,Female,2001-08-10,United States of America,Cycling BMX Freestyle
ROBERTS Jaime,Female,1990-12-06,Australia,Canoe Sprint
ROBERTS Jamina,Female,1990-05-28,Sweden,Handball
ROBERTS Samantha,Female,2000-04-21,Antigua and Barbuda,Swimming
ROBERTS Wesley Tikiariki,Male,1997-06-24,Cook Islands,Swimming
ROBERTSON Brook,Male,1994-02-19,New Zealand,Rowing
ROBERTSON David,Male,1985-04-09,United States of America,Baseball/Softball
ROBERTSON Michaela,Female,1996-08-28,New Zealand,Football
ROBERTSON Sarah,Female,1993-09-27,Great Britain,Hockey
ROBERTSON Zane,Male,1989-11-14,New Zealand,Athletics
ROBINSON Brett,Male,1991-05-08,Australia,Athletics
ROBINSON Kelsey,Female,1992-06-25,United States of America,Volleyball
ROBLE Stephanie,Female,1989-05-31,United States of America,Sailing
ROBLES Alvaro,Male,1991-04-29,Spain,Table Tennis
ROBLES Carolina,Female,1991-12-04,Spain,Athletics
ROBLES Sarah Elizabeth,Female,1988-08-01,United States of America,Weightlifting
ROBU Marin,Male,2000-03-19,Republic of Moldova,Weightlifting
ROCEK Aisha,Female,1998-12-29,Italy,Rowing
ROCHA Salome,Female,1990-04-25,Portugal,Athletics
ROCHE Mark,Male,1993-01-25,Ireland,Rugby Sevens
ROCHE Nicolas,Male,1984-07-03,Ireland,Cycling Road
ROCO Karen,Female,1986-10-07,Chile,Canoe Sprint
RODALLEGAS CARVAJAL Brayan Santiago,Male,1997-11-15,Colombia,Weightlifting
RODAS OCHOA Manuel Oseas,Male,1984-07-05,Guatemala,Cycling Road
RODDA Nicholas,Male,1992-10-11,South Africa,Water Polo
RODDAR Julia,Female,1992-02-16,Sweden,Football
RODINI Valentina,Female,1995-01-28,Italy,Rowing
RODITI Matan,Male,1998-10-06,Israel,Marathon Swimming
RODNEY Brendon,Male,1992-04-09,Canada,Athletics
RODNEY Meleni,Female,1998-06-27,Grenada,Athletics
RODRIGUES Aline,Female,1995-04-07,Brazil,Swimming
RODRIGUES BELO Ana Paula,Female,1987-10-18,Brazil,Handball
RODRIGUES Eduardo,Male,1995-10-08,Brazil,Athletics
RODRIGUES Fernanda,Female,1986-05-10,Brazil,Volleyball
RODRIGUES Gustavo,Male,1995-04-09,Brazil,Handball
RODRIGUES Irina,Female,1991-02-05,Portugal,Athletics
RODRIGUEZ Carlos,Male,1997-01-03,Mexico,Football
RODRIGUEZ Cesar Augusto,Male,1997-06-26,Peru,Athletics
RODRIGUEZ Deborah,Female,1992-12-02,Uruguay,Athletics
RODRIGUEZ Edwin,Male,1999-09-25,Honduras,Football
RODRIGUEZ Elina Maria,Female,1997-02-11,Argentina,Volleyball
RODRIGUEZ Elvismar,Female,1997-02-14,Venezuela,Judo
RODRIGUEZ Gabriela,Female,1996-12-12,Mexico,Shooting
RODRIGUEZ GARCIA-PAZ Nicolas,Male,1991-04-30,Spain,Sailing
RODRIGUEZ GONZALEZ Emerson Alexand.,Male,1993-02-02,Venezuela,Volleyball
RODRIGUEZ Isaac,Male,1991-03-07,Mexico,Baseball/Softball
RODRIGUEZ Julio,Male,2000-12-29,Dominican Republic,Baseball/Softball
RODRIGUEZ Leonor,Female,1991-10-21,Spain,Basketball
RODRIGUEZ Lucia,Female,1998-07-26,Spain,Athletics
RODRIGUEZ MITJAN Marina de la Cari.,Female,1995-03-02,Cuba,Weightlifting
RODRIGUEZ PEGUERO Katherine,Female,1991-12-18,Dominican Republic,Taekwondo
RODRIGUEZ PEREZ Joel,Male,1997-10-06,Spain,Sailing
RODRIGUEZ RODRIGUEZ Almudena Maria,Female,1993-11-09,Spain,Handball
RODRIGUEZ Rosa Andreina,Female,1986-07-02,Venezuela,Athletics
RODRIGUEZ Sergio,Male,1986-06-12,Spain,Basketball
RODRIGUEZ VILLANUEVA Byanca Melissa,Female,1994-09-13,Mexico,Swimming
RODRIGUEZ Yorgelis,Female,1995-01-25,Cuba,Athletics
ROE Martin,Male,1992-04-01,Norway,Athletics
ROEBUCK Ellie,Female,1999-09-23,Great Britain,Football
ROELL Boudewijn,Male,1989-05-12,Netherlands,Rowing
ROENNINGEN Marie,Female,1994-03-13,Norway,Sailing
ROEOESLI Roman,Male,1993-09-22,Switzerland,Rowing
ROGAVA Tsotne,Male,1993-05-02,Ukraine,Boxing
ROGERS Camryn,Female,1999-06-07,Canada,Athletics
ROGERS Emily,Female,1998-03-25,Australia,Artistic Swimming
ROGERS Jason,Male,1991-08-31,Saint Kitts and Nevis,Athletics
ROGERS Martha Ann,Female,1995-08-23,United States of America,Weightlifting
ROGERS Raevyn,Female,1996-09-07,United States of America,Athletics
ROGGENSACK Olaf,Male,1997-05-29,Germany,Rowing
ROGLIC Primoz,Male,1989-10-29,Slovenia,Cycling Road
ROGORA Laura,Female,2001-04-28,Italy,Sport Climbing
ROHAN Lukas,Male,1995-05-30,Czech Republic,Canoe Slalom
ROHDE Leon,Male,1995-05-10,Germany,Cycling Track
ROHIDAS Amit,Male,1993-05-10,India,Hockey
ROJAS Brenda,Female,1995-10-15,Argentina,Canoe Sprint
ROJAS CONCHA Marcos Antonio,Male,1995-06-02,Peru,Weightlifting
ROJAS da SILVA Artur Bruno,Male,1993-05-27,Bolivia,Athletics
ROJAS Yulimar,Female,1995-10-21,Venezuela,Athletics
ROJER Jean-Julien,Male,1981-08-25,Netherlands,Tennis
ROL Frederique,Female,1993-05-26,Switzerland,Rowing
ROLFO Fridolina,Female,1993-11-24,Sweden,Football
ROLSTON Emma,Female,1996-11-10,New Zealand,Football
ROMAN Aida,Female,1988-05-21,Mexico,Archery
ROMAN Lisa,Female,1989-09-17,Canada,Rowing
ROMANA Carlos,Male,1988-06-03,Colombia,Athletics
ROMANCHUK Mykhailo,Male,1996-08-07,Ukraine,Swimming
ROMANI Darlan,Male,1991-04-09,Brazil,Athletics
ROMASENKO Olesia,Female,1990-01-12,ROC,Canoe Sprint
ROMASHINA Svetlana,Female,1989-09-21,ROC,Artistic Swimming
ROMEIKE Louise,Female,1990-10-08,Sweden,Equestrian
ROMERO Natalia,Female,1988-11-17,Spain,Athletics
ROMERO Sydney,Female,1997-03-08,Mexico,Baseball/Softball
ROMERO TORRES Rogelio,Male,1995-02-23,Mexico,Boxing
ROMERO Yeykell Eliuth,Male,2002-11-16,Nicaragua,Athletics
ROMEU ARGEMI Josep,Male,1990-05-22,Spain,Hockey
ROMEU Jucielen,Female,1996-04-13,Brazil,Boxing
ROMMELMANN Jonathan,Male,1994-12-18,Germany,Rowing
ROMO Luis,Male,1995-06-05,Mexico,Football
RONCATTO Gabrielle,Female,1998-07-19,Brazil,Swimming
RONG Ningning,Female,1997-10-05,People's Republic of China,Wrestling
ROOK James,Male,1997-11-18,Australia,Rowing
ROONEY Natalie,Female,1988-06-01,New Zealand,Shooting
ROORD Jill,Female,1997-04-22,Netherlands,Football
ROOS Fanny,Female,1995-01-02,Sweden,Athletics
ROOS Laurence,Female,1993-12-28,Belgium,Equestrian
ROOSKRANTZ Caitlin,Female,2001-11-05,South Africa,Artistic Gymnastics
ROPER Christine,Female,1990-05-15,Canada,Rowing
ROPER Miryam,Female,1982-06-26,Panama,Judo
ROPER Phillip,Male,1992-01-24,Great Britain,Hockey
ROQICA Ana,Female,1988-02-02,Fiji,Rugby Sevens
ROSA FIGUEIREDO Nathasha,Female,1996-01-16,Brazil,Weightlifting
ROSA Pamela,Female,1999-07-19,Brazil,Skateboarding
ROSA Vitoria Cristina,Female,1996-01-12,Brazil,Athletics
ROSADO Pamela,Female,1986-04-30,Puerto Rico,Basketball
ROSAFIO Danilo,Male,2001-08-16,Kenya,Swimming
ROSAS Daniella,Female,2002-01-21,Peru,Surfing
ROSE Alex,Male,1991-11-17,Samoa,Athletics
ROSE Deanne,Female,1999-03-03,Canada,Football
ROSE Shane,Male,1973-04-24,Australia,Equestrian
ROSILLO KINDELAN Gabriel Alejandro,Male,1999-01-04,Cuba,Wrestling
ROSOLSKA Alicja,Female,1985-12-01,Poland,Tennis
ROSS April,Female,1982-06-20,United States of America,Beach Volleyball
ROSS Beth,Female,1996-10-06,New Zealand,Rowing
ROSS Nick,Male,1990-07-26,New Zealand,Hockey
ROSS Nicole,Female,1989-01-15,United States of America,Fencing
ROSS Randolph,Male,2001-01-01,United States of America,Athletics
ROSSET Matthieu,Male,1990-05-26,France,Diving
ROSSETTI Gabriele,Male,1995-03-07,Italy,Shooting
ROSSI Enrico,Male,1993-06-27,Italy,Beach Volleyball
ROSSI Jessica,Female,1992-01-07,Italy,Shooting
ROSSI Lucas,Male,1994-12-21,Argentina,Canoe Slalom
ROSSI Lucas Rafael,Male,1985-06-02,Argentina,Hockey
ROSSITER Jack,Male,1997-06-13,Australia,Shooting
ROSSITER Matthew,Male,1989-09-25,Great Britain,Rowing
ROSSO Ramon,Male,1996-06-09,Dominican Republic,Baseball/Softball
ROSTAMIYAN Haniyeh,Female,1998-09-11,Islamic Republic of Iran,Shooting
ROSTAMPOUR Michael,Male,1991-12-20,Islamic Republic of Iran,Basketball
ROTARU-KOTTMANN Alina,Female,1993-06-05,Romania,Athletics
ROTHBAUER Christopher,Male,1998-01-29,Austria,Swimming
ROTICH Ferguson Cheruiyot,Male,1989-11-30,Kenya,Athletics
ROTTER FOCKEN Aline,Female,1991-05-10,Germany,Wrestling
ROUSSEAU Cassiel,Male,2001-02-04,Australia,Diving
ROVA Cheyenne,Female,1995-04-23,Fiji,Swimming
ROWDEN Daniel,Male,1997-09-09,Great Britain,Athletics
ROWE Georgina,Female,1992-11-13,Australia,Rowing
ROWE Shawn,Male,1992-12-07,Jamaica,Athletics
ROWLAND Helena,Female,1999-09-19,Great Britain,Rugby Sevens
ROWLES Kye,Male,1998-06-24,Australia,Football
ROYLE Aaron,Male,1990-01-26,Australia,Triathlon
ROZENBERG Oskar,Male,1996-11-11,Sweden,Skateboarding
ROZMYS Michal,Male,1995-03-13,Poland,Athletics
ROZNER Antoine,Male,1993-02-12,France,Golf
RUAL Lucas,Male,1995-04-25,France,Sailing
RUAN Hongting,Female,1995-10-06,People's Republic of China,Rugby Sevens
RUANO OLIVA Adriana,Female,1995-06-26,Guatemala,Shooting
RUBIE-RENSHAW Anneliese,Female,1992-04-22,Australia,Athletics
RUBIO CAMARGO Jose Luis,Male,1996-10-17,Mexico,Beach Volleyball
RUBIO Ricky,Male,1990-10-21,Spain,Basketball
RUBLEV Andrey,Male,1997-10-20,ROC,Tennis
RUBTSOV Aleksey,Male,1988-08-05,ROC,Sport Climbing
RUCK Taylor,Female,2000-05-28,Canada,Swimming
RUDAY Mikhail,Male,1988-05-04,Kazakhstan,Water Polo
RUDIGER Lars,Male,1996-04-17,Germany,Diving
RUDKIN James,Male,1994-07-07,Great Britain,Rowing
RUDYK Mateusz,Male,1995-07-20,Poland,Cycling Track
RUESOM Oqbe Kibrom,Male,1998-01-01,Eritrea,Athletics
RUHR Jan Christopher,Male,1993-12-19,Germany,Hockey
RUIU Davide,Male,2001-06-22,Italy,Weightlifting
RUIZ BRAVO Paula,Female,1999-02-16,Spain,Marathon Swimming
RUIZ CASTILLO Maria de los Angeles,Female,1990-03-18,Spain,Hockey
RUIZ Elena,Female,2004-10-29,Spain,Water Polo
RUIZ I VELASCO Marcos,Male,1996-10-13,Spain,Weightlifting
RUIZ Jorge,Male,1989-05-17,Colombia,Athletics
RUIZ TORRUELLA Vicenc,Male,1991-10-30,Spain,Hockey
RULE Remedy,Female,1996-09-27,Philippines,Swimming
RULLI Giulia,Female,1991-06-03,Italy,3x3 Basketball
RUMAC Josip,Male,1994-10-26,Croatia,Cycling Road
RUMBENIEKS Arnis,Male,1988-04-04,Latvia,Athletics
RUMBUTIS David,Male,2000-03-17,Sweden,Artistic Gymnastics
RUOSTE Henri,Male,1982-02-18,Finland,Equestrian
RUPERT Iliana,Female,2001-07-12,France,Basketball
RUPNIK Luka,Male,1993-05-20,Slovenia,Basketball
RUPP Galen,Male,1986-05-08,United States of America,Athletics
RUSHER Alison,Female,1996-05-24,United States of America,Rowing
RUSSELL Alonzo,Male,1992-02-08,Bahamas,Athletics
RUSSELL Janieve,Female,1993-11-14,Jamaica,Athletics
RUSSELL Kane,Male,1992-04-22,New Zealand,Hockey
RUSSELL Michelle,Female,1992-06-27,Canada,Canoe Sprint
RUSSO Fernanda,Female,1999-10-02,Argentina,Shooting
RUSSO Francesca,Female,1995-11-27,United States of America,Fencing
RUSU Magdalena,Female,1999-09-30,Romania,Rowing
RUTA Pietro,Male,1987-08-06,Italy,Rowing
RUTTY Raegan,Female,2002-01-14,Cayman Islands,Artistic Gymnastics
RUVALCABA Jonathan,Male,1991-03-01,Dominican Republic,Diving
RUZMETOV Dilshod,Male,1999-03-12,Uzbekistan,Boxing
RYABETS Nadezhda,Female,2000-09-14,Kazakhstan,Boxing
RYAN Alston,Male,1993-10-09,Antigua and Barbuda,Boxing
RYAN Fintan,Male,1996-09-24,Ireland,Cycling Track
RYAN Jaime,Female,1994-05-08,Australia,Sailing
RYAN Joe,Male,1996-06-05,United States of America,Baseball/Softball
RYAN Kelleigh,Female,1987-01-15,Canada,Fencing
RYAN Kendall,Female,1992-08-10,United States of America,Cycling Track
RYAN Megan,Female,2002-04-03,Ireland,Artistic Gymnastics
RYAN Ryder,Male,1995-05-11,United States of America,Baseball/Softball
RYAN Shane,Male,1994-01-27,Ireland,Swimming
RYAN Will,Male,1988-12-23,Australia,Sailing
RYBAK-ANDERSEN Clara,Female,2003-12-18,Denmark,Swimming
RYBAKINA Elena,Female,1999-06-17,Kazakhstan,Tennis
RYBAKOVA Anastasiya,Female,2000-04-23,Belarus,Rhythmic Gymnastics
RYBANSKA Natasa,Female,2000-04-10,Hungary,Water Polo
RYBICKI Kamil,Male,1996-09-04,Poland,Wrestling
RYDE Jessica,Female,1994-05-18,Sweden,Handball
RYLOV Evgeny,Male,1996-09-23,ROC,Swimming
RYPAKOVA Olga,Female,1984-11-30,Kazakhstan,Athletics
RYU Eun Hee,Female,1990-02-24,Republic of Korea,Handball
RYU Hansu,Male,1988-02-01,Republic of Korea,Wrestling
RYU Sunghyun,Male,2002-10-22,Republic of Korea,Artistic Gymnastics
RYZHYKOVA Anna,Female,1989-11-24,Ukraine,Athletics
RZEZNICZAK Mateusz,Male,1998-07-23,Poland,Athletics
SAADAOUI Mohamed,Male,1995-05-11,Tunisia,Wrestling
SAAFAN Nihal,Female,1996-09-10,Egypt,Artistic Swimming
SAAID Hassan,Male,1992-03-04,Maldives,Athletics
SAATKAMP Lucas,Male,1986-03-06,Brazil,Volleyball
SABALENKA Aryna,Female,1998-05-05,Belarus,Tennis
SABBATINI Gaia,Female,1999-06-10,Italy,Athletics
SABBATINI Rory,Male,1976-04-02,Slovakia,Golf

SABLE Avinash Mukund,Male,1994-09-13,India,Athletics
SABLONE Alexis,Female,1986-08-12,United States of America,Skateboarding
SABRI Nur Dhabitah,Female,1999-07-12,Malaysia,Diving
SACOOR Jonathan,Male,1999-09-01,Belgium,Athletics
SADEGHIAN Armina,Female,2002-01-22,Islamic Republic of Iran,Shooting
SADIKI Abdelatif,Male,1999-01-15,Morocco,Athletics
SADIKU Donjeta,Female,1999-07-08,Kosovo,Boxing
SADINI Btissam,Female,1998-02-09,Morocco,Karate
SADO Kazuki,Male,1985-02-20,Japan,Equestrian
SADULAEV Abdulrashid,Male,1996-05-09,ROC,Wrestling
SADULLAYEVA Safina,Female,1998-03-04,Uzbekistan,Athletics
SAEVERAAS Kristian,Male,1996-06-22,Norway,Handball
SAEZ Camila,Female,1994-10-17,Chile,Football
SAEZ VERA Olfides,Male,1994-09-24,Cuba,Weightlifting
SAFAROLIYEV Sobirjon,Male,2002-05-02,Uzbekistan,Rowing
SAFAROV Orkhan,Male,1991-08-10,Azerbaijan,Judo
SAFARZADEH Saeid,Male,1985-09-21,Islamic Republic of Iran,Cycling Road
SAFIN Timur,Male,1992-08-04,ROC,Fencing
SAFIULLIN Zakir,Male,1986-11-11,Kazakhstan,Boxing
SAFO-ANTWI Sean,Male,1990-10-31,Ghana,Athletics
SAFOEVA Sevara,Female,2002-11-19,Uzbekistan,Rhythmic Gymnastics
SAFRONOVA Olga,Female,1991-11-05,Kazakhstan,Athletics
SAFWAT Mohamed,Male,1990-09-19,Egypt,Tennis
SAGAN Juraj,Male,1988-12-23,Slovakia,Cycling Road
SAGIV Ran,Male,1997-03-25,Israel,Triathlon
SAGIV Shachar,Male,1994-10-11,Israel,Triathlon
SAGNAN Modibo,Male,1999-04-14,France,Football
SAGNIA Khaddi,Female,1994-04-20,Sweden,Athletics
SAGO Naoto,Male,1992-06-19,Japan,Karate
SAGOSEN Sander,Male,1995-09-14,Norway,Handball
SAGSTROM Madelene,Female,1992-11-13,Sweden,Golf
SAGUIROU Badamassi,Male,2001-11-28,Niger,Athletics
SAHLI Hamza,Male,1993-05-10,Morocco,Athletics
SAHNOUNE Oussama,Male,1992-08-02,Algeria,Swimming
SAHROM Muhammad Shah Firdaus,Male,1995-11-26,Malaysia,Cycling Track
SAHUTOGLU Tugce,Female,1988-05-01,Turkey,Athletics
SAIBOU Joshiko,Male,1990-03-07,Germany,Basketball
SAID Abdel,Male,1989-06-11,Egypt,Equestrian
SAILI Alena,Female,1998-12-13,New Zealand,Rugby Sevens
SAITO Ami,Female,1999-08-26,Japan,Athletics
SAITO Koki,Male,1989-09-16,Japan,Equestrian
SAITO Toshiya,Male,1997-05-29,Japan,Fencing
SAJDAK Maria,Female,1991-07-30,Poland,Rowing
SAJINA Aishath,Female,1997-01-02,Maldives,Swimming
SAJNOK Szymon,Male,1997-08-24,Poland,Cycling Track
SAKA Berke,Male,2003-07-09,Turkey,Swimming
SAKAI Hiroki,Male,1990-04-12,Japan,Football
SAKAI Motoki,Male,1995-11-10,Japan,Handball
SAKAI Natsumi,Female,2001-06-19,Japan,Swimming
SAKAI Ryosuke,Male,1997-07-24,Japan,Trampoline Gymnastics

SAKAKIBARA Saya,Female,1999-08-23,Australia,Cycling BMX Racing
SAKAMOTO Hayato,Male,1988-12-14,Japan,Baseball/Softball
SAKCI Huseyin,Male,1997-11-15,Turkey,Swimming
SAKHARUK Mariia,Female,1995-10-14,Ukraine,Athletics
SAKKARI Maria,Female,1995-07-25,Greece,Tennis
SAKOBI MATSHU Marcelat,Female,1996-03-29,Democratic Republic of the Congo,Boxing
SALADIN TOLENTINO Veronica Estela,Female,1992-05-21,Dominican Republic,Weightlifting
SALADUKHA Olha,Female,1983-06-04,Ukraine,Athletics
SALAH ORABI ABDELGAWWAD Abdelrahman,Male,1987-10-09,Egypt,Boxing
SALAMAN Dayshalee,Female,1990-03-17,Puerto Rico,Basketball
SALAMANA Wessam,Male,1985-10-26,EOR,Boxing
SALAMATINA Valeriia,Female,1998-09-19,ROC,Swimming
SALAS Fernando,Male,1985-05-30,Mexico,Baseball/Softball
SALAS PEREZ Reineris,Male,1987-03-17,Cuba,Wrestling
SALAZAR ARCE Tamara Yajaira,Female,1997-08-09,Ecuador,Weightlifting
SALAZAR Jose Andres,Male,1997-01-11,El Salvador,Athletics
SALAZAR VAZQUEZ Lizbeth Yareli,Female,1996-12-08,Mexico,Cycling Road
SALCEDO CODAZI Cristian Camilo,Male,1992-07-27,Colombia,Boxing
SALCUTAN Tatiana,Female,2001-04-16,Republic of Moldova,Swimming
SALDANA LOPEZ Sara,Female,2000-07-25,Spain,Artistic Swimming
SALEH Ahmed,Male,1979-11-14,Egypt,Table Tennis
SALEH Salma,Female,2003-12-19,Egypt,Rhythmic Gymnastics
SALEHI Arman,Male,1992-10-29,Islamic Republic of Iran,Volleyball
SALEHI Meisam,Male,1998-11-17,Islamic Republic of Iran,Volleyball
SALIM Omar,Male,2003-04-12,Hungary,Taekwondo
SALINA Daymaro,Male,1987-09-01,Portugal,Handball
SALIS Nahuel,Male,1989-08-06,Argentina,Hockey
SALISBURY Joe,Male,1992-04-20,Great Britain,Tennis
SALLES ESTEVE Marc,Male,1987-05-06,Spain,Hockey
SALLING Jenn,Female,1987-07-04,Canada,Baseball/Softball
SALMINEN Max,Male,1988-09-22,Sweden,Sailing
SALMINEN Senni,Female,1996-01-29,Finland,Athletics
SALMONS Regina,Female,1997-04-21,United States of America,Rowing
SALOS Anastasiia,Female,2002-02-18,Belarus,Rhythmic Gymnastics

SALSABILLA Riau Ega,Male,1991-10-25,Indonesia,Archery
SALUKVADZE Nino,Female,1969-02-01,Georgia,Shooting
SALVAN Hadrien,Male,1997-07-10,France,Swimming

SAMAAI Ruswahl,Male,1991-09-25,South Africa,Athletics
SAMADOVA Narmina,Female,2004-06-10,Azerbaijan,Rhythmic Gymnastics
SAMANDI Mohamed,Male,1986-08-13,Tunisia,Fencing
SAMARA Elizabeta,Female,1989-04-15,Romania,Table Tennis
SAMBA Abderrahman,Male,1995-09-05,Qatar,Athletics
SAMBA-MAYELA Cyrena,Female,2000-10-31,France,Athletics
SAMDAN Eray,Male,1997-07-25,Turkey,Karate
SAMED Shakul,Male,1999-03-17,Ghana,Boxing
SAMELE Luigi,Male,1987-07-25,Italy,Fencing
SAMER Mohab,Male,1995-06-06,Egypt,Fencing
SAMER Shahd,Female,2003-01-01,Egypt,Artistic Swimming
SAMOOJA Kalle,Male,1988-01-25,Finland,Golf
SAMPAIO Patricia,Female,1999-06-30,Portugal,Judo
SAMPSON Dane,Male,1986-08-20,Australia,Shooting
SAMRAN Korntawat,Male,1997-12-15,Thailand,Equestrian
SAMUEL Jamile,Female,1992-04-24,Netherlands,Athletics
SAN MARTIN Carlos Andres,Male,1993-11-19,Colombia,Athletics
SANAA Youssef,Male,2000-06-26,Egypt,Fencing
SANAD Mohammad,Male,1991-01-16,Egypt,Handball
SANAHUJA Bernat,Male,2000-10-21,Spain,Water Polo
SANAYEV Nurislam,Male,1991-02-09,Kazakhstan,Wrestling
SANCHEZ Amanda,Female,1996-09-20,Mexico,Baseball/Softball
SANCHEZ Angel,Male,1989-11-28,Dominican Republic,Baseball/Softball
SANCHEZ Dayana Erika Iohanna,Female,1992-08-28,Argentina,Boxing
SANCHEZ GONZALEZ Maria Elena,Female,1994-10-22,Spain,Water Polo
SANCHEZ HERRERO Ricardo,Male,1992-12-04,Spain,Hockey
SANCHEZ JAIME Sandra,Female,1981-09-16,Spain,Karate
SANCHEZ Jorge,Male,1997-12-10,Mexico,Football
SANCHEZ Jose Luis,Male,1987-05-28,Mexico,Shooting
SANCHEZ Kayla,Female,2001-04-07,Canada,Swimming
SANCHEZ LOPEZ David,Male,1994-07-20,Spain,Weightlifting
SANCHEZ Luis Angel,Male,1993-12-15,Guatemala,Athletics
SANCHEZ Matias,Male,1996-09-20,Argentina,Volleyball
SANCHEZ MOCCIA Rocio,Female,1988-08-02,Argentina,Hockey
SANCHEZ RODRIGUEZ Yudari,Female,1997-11-15,Cuba,Wrestling
SANCHEZ Ryan,Male,1998-06-22,Puerto Rico,Athletics
SANCHEZ Sasagi,Male,1994-06-03,Mexico,Baseball/Softball
SANCHEZ Ursula Patricia,Female,1987-09-15,Mexico,Athletics
SANCHEZ-MIGALLON NARANJO Miguel,Male,1995-02-08,Spain,Handball
SANCHEZ-VALLADARES Pablo,Male,1997-11-12,Spain,Athletics
SANCHO Alejandro,Male,1994-03-18,United States of America,Wrestling
SANCHO CHINCHILA Ian,Male,1992-09-05,Costa Rica,Judo
SANCOV Alexei,Male,1999-10-15,Republic of Moldova,Swimming
SANDELL Lukas,Male,1997-02-03,Sweden,Handball
SANDER Taylor,Male,1992-03-17,United States of America,Volleyball
SANDERS Gillian,Female,1981-10-15,South Africa,Triathlon
SANDERS Manuel,Male,1998-04-03,Germany,Athletics
SANDERS Pien,Female,1998-11-06,Netherlands,Hockey
SANDERS Storm,Female,1994-08-11,Australia,Tennis
SANDERS Tyler,Male,1991-12-14,Canada,Volleyball

SANDGREN Tennys,Male,1991-07-22,United States of America,Tennis
SANDOVAL Alvaro,Male,1990-11-05,Mexico,Modern Pentathlon
SANES Adriel,Male,1998-10-27,"Virgin Islands, US",Swimming

SANFORD Wyatt,Male,1998-11-03,Canada,Boxing
SANGALA Stefan,Female,1995-01-02,Congo,Swimming
SANHUEZA Eber,Male,1998-04-23,Chile,Rowing
SANI BROWN Abdul Hakim,Male,1999-03-06,Japan,Athletics
SANITA Andre,Male,1992-03-28,Germany,Fencing
SANSORES Carlos,Male,1997-06-25,Mexico,Taekwondo
SANTANA MARIN Jose Luis,Male,1989-09-26,Mexico,Athletics
SANTANA PEGUERO Crismery Dominga,Female,1995-04-20,Dominican Republic,Weightlifting
SANTANDREA Martina,Female,1999-09-05,Italy,Rhythmic Gymnastics
SANTARELLI Andrea,Male,1993-06-03,Italy,Fencing
SANTAVY Boady Robert,Male,1997-05-22,Canada,Weightlifting
SANTESTEBAN GONZALEZ Ane,Female,1990-12-12,Spain,Cycling Road
SANTIAGO Manny,Male,1985-09-10,Puerto Rico,Skateboarding
SANTIS Gabriela,Female,1996-11-04,Guatemala,Swimming
SANTOS,Male,1990-03-17,Brazil,Football
SANTOS Alexis,Male,1992-03-23,Portugal,Swimming
SANTOS Eduardo Yudy,Male,1994-10-25,Brazil,Judo
SANTOS Francisco Rogerio,Male,1998-09-05,Portugal,Swimming
SANTOS Gabriel,Male,1996-05-04,Brazil,Swimming
SANTOS Geovanna,Female,2002-02-15,Brazil,Rhythmic Gymnastics
SANTOS Isac,Male,1990-12-13,Brazil,Volleyball
SANTOS Leticia,Female,1994-12-02,Brazil,Football
SANTOS LISBOA Eduarda,Female,1998-08-01,Brazil,Beach Volleyball
SANTOS Luguelin,Male,1992-11-12,Dominican Republic,Athletics
SANTOS Melanie,Female,1995-07-12,Portugal,Triathlon
SANTOS Natalia,Female,1986-12-25,Angola,Handball

SANTOS SILVA Emily M.,Female,2005-07-15,Panama,Swimming
SANTUCCIO Alberta,Female,1994-10-22,Italy,Fencing
SANZ LANZ Mateo,Male,1993-11-06,Switzerland,Sailing
SANZULLO Mario,Male,1993-06-05,Italy,Marathon Swimming
SAPINA Ivan,Male,1999-11-17,Croatia,Taekwondo
SARAIVA Flavia,Female,1999-09-30,Brazil,Artistic Gymnastics
SARAVANAN Vishnu,Male,1999-02-24,India,Sailing
SARAVI Mohammadhadi,Male,1998-01-06,Islamic Republic of Iran,Wrestling
SARITOV Albert,Male,1985-07-08,Romania,Wrestling
SARMENTO Matthew Brandon,Male,1991-06-23,Canada,Hockey
SARMIENTO MELIAN Daniel,Male,1983-08-25,Spain,Handball
SARNA Angelika,Female,1997-10-01,Poland,Athletics
SARNACKI Maciej,Male,1987-02-10,Poland,Judo
SARNECKI Rafal,Male,1990-01-08,Poland,Cycling Track
SARNOBAT Rahi,Female,1990-10-30,India,Shooting
SAROSI Laura,Female,1992-11-11,Hungary,Badminton
SAROUNOVA Nikola,Female,1994-11-22,Czech Republic,Shooting
SARROU Jordan,Male,1992-12-09,France,Cycling Mountain Bike
SARUNI Michael,Male,1995-01-18,Kenya,Athletics
SASAKI Chizuru,Female,1985-12-02,Japan,Shooting
SASAKI Haruno,Female,1995-02-26,Japan,Handball
SASMA Ersu,Male,1999-09-30,Turkey,Athletics
SASNAL Gabriela,Female,1993-03-10,Poland,Artistic Gymnastics
SASO Yuka,Female,2001-06-20,Philippines,Golf
SASSI Khaoula,Female,1998-03-15,Tunisia,Canoe Sprint
SASSON Or,Male,1990-08-18,Israel,Judo
